MCC|MNC|NetType|Organisation|Network|PPCIN|AbrevNetName
724|05|GSM 900|Claro S.A|Claro|Claro BRA|Claro
724|05|LTE 2600|Claro S.A|Claro|Claro BRA|Claro
724|02|GSM 1800|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|02|3G 2100|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|02|3G 850|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|03|GSM 1800|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|03|3G 2100|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|03|3G 850|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|04|GSM 1800|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|04|3G 2100|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|04|3G 850|TIM S.A.|TIM BRASIL|TIM BRA|TIM
724|24|GSM 900|Oi Móvel S.A|Oi|Oi|Oi
724|24|GSM 1800|Oi Móvel S.A|Oi|Oi|Oi
724|31|GSM 1800|Oi Móvel S.A|Oi|Oi|Oi
724|16|GSM 1800|Oi Móvel S.A|Oi|Oi|Oi
342|750|GSM 1800|Digicel (Barbados) Limited|DIGICEL|DIGICEL|DIGICEL
342|750|GSM 1900|Digicel (Barbados) Limited|DIGICEL|DIGICEL|DIGICEL
342|750|3G 2100|Digicel (Barbados) Limited|DIGICEL|DIGICEL|DIGICEL
342|750|GSM 900|Digicel (Barbados) Limited|DIGICEL|DIGICEL|DIGICEL
342|600|GSM 1900|Cable & Wireless (Barbados) Ltd|FLOW|FLOW|FLOW
528|02|3G 2100|Progresif Cellular Sdn Bhd|PCSB|PCSB|PCSB
528|11|GSM 900|Datastream Technology Sdn Bhd|DTSCom|BRU-DSTCom|DSTCom
528|11|3G 2100|Datastream Technology Sdn Bhd|DTSCom|BRU-DSTCom|DSTCom
528|11|LTE 1800|Datastream Technology Sdn Bhd|DTSCom|BRU-DSTCom|DSTCom
402|77|GSM 900|"Tashi InfoComm Ltd, Thimphu"|TASHICELL|TASHICELL|TASHICEL
402|77|GSM 1800|"Tashi InfoComm Ltd, Thimphu"|TASHICELL|TASHICELL|TASHICEL
402|11|GSM 900|Bhutan Telecom Ltd.|B-Mobile|BT B-Mobile|B-Mobile
652|04|GSM 900|Botswana Telecommunications Corporation|beMOBILE|beMOBILE|beMOBILE
652|04|GSM 1800|Botswana Telecommunications Corporation|beMOBILE|beMOBILE|beMOBILE
652|02|GSM 900|Orange Botswana (Pty) Ltd|ORANGE|Orange|Orange
652|02|3G 2100|Orange Botswana (Pty) Ltd|ORANGE|Orange|Orange
652|01|GSM 900|Mascom Wireless (Pty) Limited|MASCOM|BW MASCOM|MASCOM
623|01|GSM 900|Atlantique Telecom Centrafrique SA|ETISALAT|ETISALAT RCA|ETISALAT
623|02|GSM 900|Telecel Centrafrique SA|Telecel Centrafrique SA|Telecel|Telecel
623|03|GSM 900|Orange Centrafric|Orange RCA|Orange RCA|Orange
623|03|GSM 1800|Orange Centrafric|Orange RCA|Orange RCA|Orange
623|03|GSM 2100|Orange Centrafric|Orange RCA|Orange RCA|Orange
302|380|GSM 850|Keewaytinook Okimakanak|KNET Services|KNET|KNET
302|340|GSM 850|Execulink Telecom Inc|Execulink Telecom|Execulink Telecom|ETI
302|940|GSM 850|Wightman Telecom Ltd|Wightman Telecom|Wightman|Wightman
302|270|3G 1700|Bragg Communications Inc.|Bragg Communications Inc|Eastlink|Eastlink
302|270|3G 2100|Bragg Communications Inc.|Bragg Communications Inc|Eastlink|Eastlink
302|270|LTE 1700|Bragg Communications Inc.|Bragg Communications Inc|Eastlink|Eastlink
302|270|LTE 2100|Bragg Communications Inc.|Bragg Communications Inc|Eastlink|Eastlink
302|270|LTE 700|Bragg Communications Inc.|Bragg Communications Inc|Eastlink|Eastlink
302|780|3G 850|SaskTel|SaskTel|SaskTel|SaskTel
302|780|3G 1900|SaskTel|SaskTel|SaskTel|SaskTel
302|780|LTE 700|SaskTel|SaskTel|SaskTel|SaskTel
302|780|LTE 850|SaskTel|SaskTel|SaskTel|SaskTel
302|780|LTE 1900|SaskTel|SaskTel|SaskTel|SaskTel
302|780|LTE 2100|SaskTel|SaskTel|SaskTel|SaskTel
302|780|LTE 2600|SaskTel|SaskTel|SaskTel|SaskTel
302|880|3G 850|SaskTel|SaskTel shared with Bell & TELUS|FastRoam|FastRoam
302|880|3G 1900|SaskTel|SaskTel shared with Bell & TELUS|FastRoam|FastRoam
302|500|3G 1700|Videotron Ltd|Videotron|Videotron|CANVT
302|500|LTE 1700|Videotron Ltd|Videotron|Videotron|CANVT
302|500|LTE 2600|Videotron Ltd|Videotron|Videotron|CANVT
302|500|LTE 700|Videotron Ltd|Videotron|Videotron|CANVT
302|520|LTE 700|Videotron Ltd|Videotron|Videotron|CANVT
302|520|LTE 1700|Videotron Ltd|Videotron|Videotron|CANVT
302|520|LTE 2600|Videotron Ltd|Videotron|Videotron|CANVT
302|610|LTE 850|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|610|3G 850|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|610|3G 1900|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|610|LTE 2100|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|610|LTE 2600|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|610|LTE 700|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|610|LTE 1900|Bell Mobility Inc.|Bell Mobility|Bell|Bell
302|880|3G 850|Bell Mobility Inc.|Bell shared with TELUS & SaskTel|FastRoam|FastRoam
302|880|3G 1900|Bell Mobility Inc.|Bell shared with TELUS & SaskTel|FastRoam|FastRoam
302|490|LTE 2600|Freedom Mobile Inc|Freedom Mobile|Freedom|Freedom
302|490|3G 2100|Freedom Mobile Inc|Freedom Mobile|Freedom|Freedom
302|490|LTE 1700|Freedom Mobile Inc|Freedom Mobile|Freedom|Freedom
302|490|LTE 2100|Freedom Mobile Inc|Freedom Mobile|Freedom|Freedom
302|490|3G 1700|Freedom Mobile Inc|Freedom Mobile|Freedom|Freedom
302|220|LTE 1700|TELUS Communications Inc.|TELUS|TELUS|TELUS
302|220|LTE 2100|TELUS Communications Inc.|TELUS|TELUS|TELUS
302|220|3G 850|TELUS Communications Inc.|TELUS|TELUS|TELUS
302|220|3G 1900|TELUS Communications Inc.|TELUS|TELUS|TELUS
302|880|3G 850|TELUS Communications Inc.|TELUS shared with Bell & SaskTel|FastRoam|FastRoam
302|880|3G 1900|TELUS Communications Inc.|TELUS shared with Bell & SaskTel|FastRoam|FastRoam
302|620|GSM 1900|Ice Wireless Inc.|Ice Wireless Inc|Ice Wireless Inc|Ice
302|620|3G 850|Ice Wireless Inc.|Ice Wireless Inc|Ice Wireless Inc|Ice
302|620|LTE 850|Ice Wireless Inc.|Ice Wireless Inc|Ice Wireless Inc|Ice
302|370|GSM 1900|Rogers Communications Canada Inc.|FIDO|Fido|Fido
302|720|GSM 850|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|720|GSM 1900|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|720|3G 850|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|720|3G 1900|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|720|3G 2100|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|720|LTE 1700|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|720|LTE 2100|Rogers Communications Canada Inc.|Rogers Wireless|Rogers Wireless|ROGERS
302|480|GSM 1800|SSi Micro Ltd|SSi|SSi|SSi
302|480|GSM 1900|SSi Micro Ltd|SSi|SSi|SSi
302|480|PCS 1800|SSi Micro Ltd|SSi|SSi|SSi
302|480|PCS 1900|SSi Micro Ltd|SSi|SSi|SSi
302|130|LTE 700|Xplornet Communications Inc.|Xplore Mobile|Xplore|Xplore
302|130|LTE 2100|Xplornet Communications Inc.|Xplore Mobile|Xplore|Xplore
302|130|LTE 2500|Xplornet Communications Inc.|Xplore Mobile|Xplore|Xplore
228|03|GSM 1800|Salt Mobile SA|Salt|Salt|Salt
228|03|3G 2100|Salt Mobile SA|Salt|Salt|Salt
228|03|LTE 1800|Salt Mobile SA|Salt|Salt|Salt
228|03|LTE 2600|Salt Mobile SA|Salt|Salt|Salt
228|02|GSM 900|Sunrise Communications AG|Sunrise|Sunrise|Sunrise
228|02|GSM 1800|Sunrise Communications AG|Sunrise|Sunrise|Sunrise
228|02|3G 2100|Sunrise Communications AG|Sunrise|Sunrise|Sunrise
228|02|LTE 800|Sunrise Communications AG|Sunrise|Sunrise|Sunrise
228|02|LTE 1800|Sunrise Communications AG|Sunrise|Sunrise|Sunrise
228|02|LTE 2600|Sunrise Communications AG|Sunrise|Sunrise|Sunrise
228|01|GSM 900|Swisscom (Switzerland) Ltd|Swisscom|Swisscom|Swisscom
228|01|GSM 1800|Swisscom (Switzerland) Ltd|Swisscom|Swisscom|Swisscom
228|01|3G 2100|Swisscom (Switzerland) Ltd|Swisscom|Swisscom|Swisscom
730|09|3G 1700|WOM S.A.|WOM Chile|WOM|WOM
730|09|3G 2100|WOM S.A.|WOM Chile|WOM|WOM
730|09|LTE 1700|WOM S.A.|WOM Chile|WOM|WOM
730|09|LTE 2100|WOM S.A.|WOM Chile|WOM|WOM
730|10|GSM 1900|Entel PCS Telecomunicaciones S.A.|ENTEL PCS|ENTEL PCS|ENTEL
730|10|3G 1900|Entel PCS Telecomunicaciones S.A.|ENTEL PCS|ENTEL PCS|ENTEL
730|01|GSM 1900|Entel PCS Telecomunicaciones S.A.|ENTEL PCS|ENTEL PCS|ENTEL
730|01|3G 1900|Entel PCS Telecomunicaciones S.A.|ENTEL PCS|ENTEL PCS|ENTEL
730|03|GSM 1900|Claro Chile SA|CLARO CHILE|CLARO CHL|ClaroCHL
730|07|GSM 850|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|07|GSM 1900|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|07|3G 850|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|02|GSM 850|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|02|GSM 1900|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|02|3G 850|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|02|LTE 2600|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|07|LTE 2600|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|02|3G 1900|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
730|07|3G 1900|Telefónica Móvil de Chile S.A.|Telefonica Movil de Chile|Movistar|Movistar
460|03|CDMA 800|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-TDD 2600|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-FDD 1800|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-FDD 2100|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-FDD 1800|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-FDD 2100|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-TDD 2600|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-FDD 800|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|11|LTE-FDD 800|China Telecommunications Corporation|China Telecom|CHN-CT|CT
460|00|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|02|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|04|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|07|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|08|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|LTE-TD 2600|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|GSM 900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|GSM 1800|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|TD-SCDMA 2000|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|TD-SCDMA 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|LTE-TD 1900|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|00|LTE-TD 2300|China Mobile Limited|CHINA MOBILE|CHINA MOBILE|CMCC
460|01|GSM 900|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|01|3G 2100|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|01|GSM 1800|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|01|LTE 2300|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|01|LTE 2600|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|GSM 900|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|3G 2100|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|GSM 1800|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|LTE 2300|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|LTE 2600|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|GSM 900|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|3G 2100|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|GSM 1800|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|LTE 2300|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
460|09|LTE 2600|China Unicom|CHINA UNICOM GSM|CHN-UNICOM|UNICOM
612|04|GSM 900|Comium Côte d'Ivoire SA (CCI SA)|Comium Ivory Coast INC.|KoZ|KoZ
612|04|GSM 1800|Comium Côte d'Ivoire SA (CCI SA)|Comium Ivory Coast INC.|KoZ|KoZ
612|02|GSM 900|Atlantique Telecom Côte d'Ivoire|MOOV CI|MOOV CI|MOOV
612|02|GSM 1800|Atlantique Telecom Côte d'Ivoire|MOOV CI|MOOV CI|MOOV
612|03|GSM 900|Orange Cote DIvoire S.A.|Orange|Orange|Orange
612|05|GSM 1800|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|3G 900|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|3G 2100|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|LTE-FDD 800|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|LTE-FDD 1800|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|LTE-FDD 2600|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|LTE-TDD 2600|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
612|05|GSM 900|MTN Cote d'Ivoire S.A|MTN|MTN CI|MTN CI
624|01|GSM 900|MTN Cameroon Ltd|MTN Cameroon|MTN CAM|MTN CAM
624|02|GSM 900|Orange Cameroun SA|Orange|Orange CM|Orange
624|04|GSM 900|VIETTEL CAMEROON S.A. |Nexttel|Nexttel|Nexttel
624|04|GSM 1800|VIETTEL CAMEROON S.A. |Nexttel|Nexttel|Nexttel
630|90|GSM 900|Africell RDC sprl|Africell RDC|Africell RDC|AFRICELL
630|90|GSM 1800|Africell RDC sprl|Africell RDC|Africell RDC|AFRICELL
630|86|3G 2100|Orange RDC Sarl|Orange RDC|Orange RDC|Orange
630|86|GSM 900|Orange RDC Sarl|Orange RDC|Orange RDC|Orange
630|86|GSM 1800|Orange RDC Sarl|Orange RDC|Orange RDC|Orange
630|89|GSM 1800|Oasis sprl|TIGO|TIGO DRC|TIGO
630|89|3G 2100|Oasis sprl|TIGO|TIGO DRC|TIGO
630|02|GSM 900|AIRTEL CONGO RDC SA|Airtel|Airtel|Airtel
630|01|GSM 900|Vodacom Congo (RDC) S.A.|Vodacom Congo|Vodacom Congo|VODACOM
630|01|GSM 1800|Vodacom Congo (RDC) S.A.|Vodacom Congo|Vodacom Congo|VODACOM
629|10|GSM 900|MTN Congo S.A|Libertis Telecom|COG MTN|MTN-CG
629|01|GSM 900|Airtel Congo SA|Airtel|Airtel|Airtel
548|01|GSM 900|Telecom Cook Islands Limited|Telecom Cook Islands|CK KOKANET|KOKANET
732|123|GSM 850|Colombia Telecomunicaciones S.A. ESP|Movistar|Movistar|Movistar
732|123|GSM 1900|Colombia Telecomunicaciones S.A. ESP|Movistar|Movistar|Movistar
732|103|GSM 1900|Colombia Movil S.A.|TIGO COLOMBIA|TIGO|TIGO
732|111|GSM 1900|Colombia Movil S.A.|TIGO COLOMBIA|TIGO|TIGO
732|101|GSM 850|Comunicacion Celular S.A (Comcel S.A)|Claro|Claro|Claro
732|101|GSM 1900|Comunicacion Celular S.A (Comcel S.A)|Claro|Claro|Claro
732|101|3G 850|Comunicacion Celular S.A (Comcel S.A)|Claro|Claro|Claro
732|101|3G 1900|Comunicacion Celular S.A (Comcel S.A)|Claro|Claro|Claro
732|130|AWS 1700|Avantel S.A.S|Avantel|Avantel|Avantel
732|130|AWS 2100|Avantel S.A.S|Avantel|Avantel|Avantel
732|130|LTE 1700|Avantel S.A.S|Avantel|Avantel|Avantel
732|130|LTE 2100|Avantel S.A.S|Avantel|Avantel|Avantel
732|187|LTE 1700|EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P|ETB|ETB 4G|ETB
732|187|LTE 2100|EMPRESA DE TELECOMUNICACIONES DE BOGOTÁ S.A. E.S.P|ETB|ETB 4G|ETB
654|01|GSM 900|Societe Nationale des Telecommunications (Comores Telecom)|HURI|HURI|HURI
654|02|LTE 800|TELCO S.A.|TELCO Comoros|TELCO|COMTM
654|02|3G 900|TELCO S.A.|TELCO Comoros|TELCO|COMTM
654|02|GSM 900|TELCO S.A.|TELCO Comoros|TELCO|COMTM
625|02|GSM 900|"UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A."|Unitel T+|Unitel T+|UnitelT+
625|02|GSM 1800|"UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A."|Unitel T+|Unitel T+|UnitelT+
625|02|3G 2100|"UNITEL T+ TELECOMUNICACÕES, Sociedade Unipessoal S.A."|Unitel T+|Unitel T+|UnitelT+
625|01|GSM 900|"CVMóvel, S.A."|CVMOVEL|CVMOVEL|CVMOVEL
625|01|GSM 1800|"CVMóvel, S.A."|CVMOVEL|CVMOVEL|CVMOVEL
625|01|3G 2100|"CVMóvel, S.A."|CVMOVEL|CVMOVEL|CVMOVEL
712|03|GSM 1800|"Claro CR Telecomunicaciones, S.A. "|Claro CR|CLARO CR|CLARO CR
712|03|3G 2100|"Claro CR Telecomunicaciones, S.A. "|Claro CR|CLARO CR|CLARO CR
712|03|GSM 850|"Claro CR Telecomunicaciones, S.A. "|Claro CR|CLARO CR|CLARO CR
712|03|LTE-FDD 1800|"Claro CR Telecomunicaciones, S.A. "|Claro CR|CLARO CR|CLARO CR
712|04|LTE 1800|"Telefónica de Costa Rica TC, S.A."|Movistar|Movistar|Movistar
712|04|3G 850|"Telefónica de Costa Rica TC, S.A."|Movistar|Movistar|Movistar
712|04|3G 2100|"Telefónica de Costa Rica TC, S.A."|Movistar|Movistar|Movistar
712|04|GSM 1800|"Telefónica de Costa Rica TC, S.A."|Movistar|Movistar|Movistar
712|02|GSM 1800|Instituto Costarricense de Electricidad - ICE|I.C.E.|I.C.E.|I.C.E.
712|01|3G 850|Instituto Costarricense de Electricidad - ICE|I.C.E.|I.C.E.|I.C.E.
712|01|GSM 1800|Instituto Costarricense de Electricidad - ICE|I.C.E.|I.C.E.|I.C.E.
712|02|3G 850|Instituto Costarricense de Electricidad - ICE|I.C.E.|I.C.E.|I.C.E.
368|01|3G 900|"Empresa de Telecomunicaciones de Cuba, SA (ETECSA)"|ETECSA|CUBACEL|CUBACEL
368|01|GSM 900|"Empresa de Telecomunicaciones de Cuba, SA (ETECSA)"|ETECSA|CUBACEL|CUBACEL
346|140|GSM 850|Cable and Wireless (Cayman Islands) Ltd|FLOW|FLOW|FLOW
346|140|GSM 1900|Cable and Wireless (Cayman Islands) Ltd|FLOW|FLOW|FLOW
280|20|GSM 900|PrimeTel PLC |PrimeTel PLC|PrimeTel PLC|PrimeTel
280|20|GSM 1800|PrimeTel PLC |PrimeTel PLC|PrimeTel PLC|PrimeTel
280|20|3G 900|PrimeTel PLC |PrimeTel PLC|PrimeTel PLC|PrimeTel
280|20|3G 2100|PrimeTel PLC |PrimeTel PLC|PrimeTel PLC|PrimeTel
280|20|LTE 900|PrimeTel PLC |PrimeTel PLC|PrimeTel PLC|PrimeTel
280|20|LTE 1800|PrimeTel PLC |PrimeTel PLC|PrimeTel PLC|PrimeTel
280|10|3G 2100|MTN Cyprus Limited|MTN|MTN|MTN
280|10|GSM 900|MTN Cyprus Limited|MTN|MTN|MTN
280|10|GSM 1800|MTN Cyprus Limited|MTN|MTN|MTN
280|10|LTE 1800|MTN Cyprus Limited|MTN|MTN|MTN
280|01|GSM 900|Cyprus Telecommunications Authority|Cytamobile-Vodafone|Cyta-Voda|CytaVoda
280|01|GSM 1800|Cyprus Telecommunications Authority|Cytamobile-Vodafone|Cyta-Voda|CytaVoda
230|03|LTE 800|Vodafone Czech Republic a.s.|Vodafone|Vodafone CZ|Vodafone
230|03|LTE 900|Vodafone Czech Republic a.s.|Vodafone|Vodafone CZ|Vodafone
230|03|LTE 1800|Vodafone Czech Republic a.s.|Vodafone|Vodafone CZ|Vodafone
230|03|LTE 2100|Vodafone Czech Republic a.s.|Vodafone|Vodafone CZ|Vodafone
230|03|LTE 2600|Vodafone Czech Republic a.s.|Vodafone|Vodafone CZ|Vodafone
